Shimmer_8663_TimestampSync_Unix_CAL,Shimmer_8663_Accel_LN_X_LPF_CAL,Shimmer_8663_Accel_LN_Y_LPF_CAL,Shimmer_8663_Accel_LN_Z_LPF_CAL,Shimmer_8663_ECGtoHR_LA_RA_LPF_CAL,Shimmer_8663_ECGtoHR_LL_LA_LPF_CAL,Shimmer_8663_ECGtoHR_LL_RA_LPF_CAL
ms,m/(s^2),m/(s^2),m/(s^2),BPM,BPM,BPM
1.71E+12,2.58492178,10.68227736,4.715536834,79.19079415,75.27394049,79.19625314
1.71E+12,2.58610686,10.68158639,4.717374571,79.18910734,75.30349005,79.1939155
1.71E+12,2.587235289,10.68089729,4.719209145,79.18756531,75.33518707,79.19178378
1.71E+12,2.588306024,10.68021058,4.721039238,79.18615912,75.36899015,79.18984484
1.71E+12,2.589318176,10.67952677,4.722863583,79.1848801,75.40485672,79.188086
1.71E+12,2.590271024,10.67884637,4.72468098,79.18371989,75.44274305,79.18649507
1.71E+12,2.591164049,10.67816984,4.726490291,79.18267043,75.48260413,79.18506033
1.71E+12,2.591996908,10.67749765,4.728290424,79.181724,75.52439372,79.18377054
1.71E+12,2.59276944,10.67683029,4.730080334,79.1808732,75.56806425,79.18261496
1.71E+12,2.59348166,10.67616818,4.73185902,79.18011092,75.61356682,79.18158334
1.71E+12,2.594133779,10.67551177,4.733625512,79.17943042,75.66085114,79.18066593
1.71E+12,2.594726214,10.67486152,4.735378898,79.17882525,75.7098655,79.17985346
1.71E+12,2.595259546,10.67421787,4.737118311,79.1782893,75.76055678,79.17913713
1.71E+12,2.595734514,10.67358133,4.738842907,79.17781677,75.81287037,79.17850864
1.71E+12,2.596151999,10.67295239,4.740551898,79.17740219,75.8667502,79.17796013
1.71E+12,2.596513024,10.67233148,4.742244544,79.17704037,75.92213869,79.17748421
1.71E+12,2.596818751,10.67171903,4.743920138,79.17672643,75.97897678,79.17707394
1.71E+12,2.597070488,10.67111544,4.745577998,79.17645579,76.03720391,79.1767228
1.71E+12,2.597269679,10.67052117,4.747217475,79.17622416,76.09675804,79.17642468
1.71E+12,2.597417869,10.66993672,4.74883797,79.17602751,76.15757567,79.17617389
1.71E+12,2.59751676,10.66936259,4.750438948,79.17586207,76.21959185,79.1759651
1.71E+12,2.597568199,10.66879923,4.752019921,79.17572435,76.28274025,79.17579338
1.71E+12,2.597574097,10.66824705,4.753580418,79.17561107,76.34695316,79.17565413
1.71E+12,2.597536413,10.66770642,4.755119964,79.17551921,76.41216161,79.17554309
1.71E+12,2.597457163,10.66717766,4.756638055,79.17544597,76.47829538,79.17545634
1.71E+12,2.597338474,10.66666108,4.758134171,79.17538874,76.5452831,79.17539024
1.71E+12,2.597182561,10.66615697,4.759607824,79.17534514,76.61305233,79.17534145
1.71E+12,2.596991668,10.6656656,4.761058574,79.17531296,76.68152967,79.1753069
1.71E+12,2.596768069,10.66518723,4.762486002,79.17529017,76.75064087,79.17528379
1.71E+12,2.596514064,10.66472215,4.763889724,79.17527492,76.82031091,79.17526954
1.71E+12,2.596231958,10.66427061,4.765269397,79.17526552,76.89046417,79.17526183
1.71E+12,2.595924066,10.66383278,4.766624717,79.17526043,76.96102402,79.17525754
1.71E+12,2.595592723,10.66340883,4.767955422,79.17525826,77.03191292,79.17525265
1.71E+12,2.59524028,10.66299892,4.769261293,79.17525773,77.10305299,79.17524308
1.71E+12,2.594869088,10.66260319,4.770542156,79.17525773,77.17436878,79.1752254
1.71E+12,2.594481498,10.66222177,4.77179791,79.17525773,77.245787,79.17519671
1.71E+12,2.594079823,10.66185479,4.7730285,79.17525773,77.31723393,79.17515384
1.71E+12,2.593666329,10.66150235,4.7742339,79.17525773,77.38863556,79.1750933
1.71E+12,2.593243226,10.66116454,4.77541411,79.17525773,77.45991785,79.17501127
1.71E+12,2.592812662,10.6608414,4.776569161,79.17525773,77.53100685,79.17490362
1.71E+12,2.59237672,10.66053296,4.777699137,79.17525773,77.60182894,79.17476583
1.71E+12,2.59193739,10.66023916,4.778804174,79.17525773,77.67231098,79.17459303
1.71E+12,2.591496577,10.65995986,4.779884408,79.17525773,77.74238051,79.17437994
1.71E+12,2.591056118,10.65969493,4.78093999,79.17525773,77.81196592,79.17412085
1.71E+12,2.59061776,10.65944418,4.781971097,79.17525773,77.88099662,79.17380964
1.71E+12,2.59018317,10.65920742,4.782977926,79.17525773,77.94940324,79.17343969
1.71E+12,2.58975395,10.65898439,4.7839607,79.17525773,78.01711773,79.17300395
1.71E+12,2.589331622,10.6587748,4.784919687,79.17525773,78.08407357,79.17249484
1.71E+12,2.588917633,10.65857832,4.785855197,79.17525773,78.15020592,79.17190426
1.71E+12,2.588513354,10.65839458,4.786767575,79.17525773,78.21545171,79.17122361
1.71E+12,2.588120056,10.65822319,4.7876572,79.17525773,78.27974984,79.17044369
1.71E+12,2.587738896,10.6580637,4.788524487,79.17525773,78.34304127,79.16955478
1.71E+12,2.587370946,10.65791564,4.789369862,79.17525773,78.40526912,79.16854656
1.71E+12,2.587017168,10.6577785,4.790193781,79.17525773,78.46637883,79.16740813
1.71E+12,2.5866784,10.65765172,4.790996756,79.17525773,78.52631823,79.16612797
1.71E+12,2.58635535,10.65753474,4.791779321,79.17525773,78.5850376,79.16469399
1.71E+12,2.586048598,10.65742697,4.792542035,79.17525773,78.64248983,79.16309346
1.71E+12,2.5857586,10.65732779,4.793285489,79.17525773,78.6986304,79.16131305
1.71E+12,2.585485702,10.65723656,4.79401029,79.17525773,78.75341752,79.15933883
1.71E+12,2.585230146,10.65715263,4.794717058,79.17525773,78.80681211,79.15715624
1.71E+12,2.584992077,10.65707533,4.795406443,79.17525773,78.85877791,79.15475016
1.71E+12,2.584771547,10.65700399,4.79607913,79.17525773,78.90928146,79.15210485
1.71E+12,2.584568512,10.65693789,4.796735837,79.17525773,78.95829214,79.14920402
